date,time_weights
2021-03-28,0.06603719067014746
2021-03-29,0.06608599213505494
2021-03-30,0.06656030625809566
2021-03-31,0.06507989288039728
2021-04-01,-8.975845347583728e-07
2021-04-02,-8.997166230409658e-07
2021-04-03,-9.035422798736932e-07
2021-04-04,-9.030274049606916e-07
2021-04-05,-9.066048105358177e-07
2021-04-06,-9.015107451820606e-07
2021-04-07,-9.005788611728945e-07
2021-04-08,-9.04916833310405e-07
2021-04-09,-9.238517890821108e-07
2021-04-10,-9.229836703327765e-07
2021-04-11,-9.278441446832377e-07
2021-04-12,-9.225891380366403e-07
2021-04-13,-9.280039420510437e-07
2021-04-14,-9.269598363474345e-07
2021-04-15,-9.273641379535131e-07
2021-04-16,-9.39803239757383e-07
2021-04-17,-9.362808384774077e-07
2021-04-18,-9.415037253799927e-07
2021-04-19,-9.408213209776853e-07
2021-04-20,-9.404817357421857e-07
2021-04-21,-9.444110476453841e-07
2021-04-22,-9.407423873495527e-07
2021-04-23,-9.40992292775802e-07
2021-04-24,-9.411613941479175e-07
2021-04-25,-9.388723018472166e-07
2021-04-26,-9.442443699983143e-07
2021-04-27,-9.45535981874871e-07
2021-04-28,-9.425222593755585e-07
2021-04-29,-9.400602286368134e-07
2021-04-30,-9.417616127906428e-07
2021-05-01,0.03573372061277147
2021-05-02,0.03458338182277709
2021-05-03,0.03548490407052124
2021-05-04,0.03444113545550255
2021-05-05,0.0347518772763156
2021-05-06,0.03505762415212643
2021-05-07,0.03699134150843369
2021-05-08,0.03549985766555843
2021-05-09,0.03343704135339688
2021-05-10,0.034427486928928885
2021-05-11,0.03409346898777275
2021-05-12,0.03492772205924725
2021-05-13,0.034303783521968056
2021-05-14,0.03498607768088878
2021-05-15,0.036277968705349675
2021-05-16,0.03439602286018991
2021-05-17,0.035517212237166036
2021-05-18,0.03491070080401382
2021-05-19,0.035512766518984724
2021-05-20,0.03430019889302729
2021-05-21,0.03663014196754904
