,unit_weights
Beijing,0.025341894592693974
Chongqing,0.007284226412255077
Fujian,0.013854350274395872
Gansu,0.014150273544868872
Guangdong,0.01932712400448842
Hainan,0.018281033212004652
Heilongjiang,0.02386142217034036
Hubei,0.011384263496288446
Hunan,0.015088735679022816
Jiangxi,0.01813592045109715
Jilin,0.021341247207419558
Liaoning,0.02298049487455737
Ningxia,0.017712868581178404
Qinghai,0.008027939969956654
Shaanxi,0.0207186741357145
Shanghai,0.00610779210216847
Tianjin,0.009507457857772787
Xinjiang,0.023084632522362057
Yunnan,1.3979299921015581e-09
Haerbin,0.023861430605402387
Beijing 1,0.02534189459269397
Guangzhou,0.01932713597697672
Guangzhou 1,0.01932713597697672
Tianjin 1,0.009507457857772786
Tianjin 2,0.009507457857772787
Huhehaote,0.03177735637138149
Huhehaote 1,0.03177735637138149
Shijiazhuang,0.02761154408311971
Shenzhen,0.019327136697450835
Shenzhen 1,0.019327136697450835
Xian,0.020718679932097632
Chengdu,4.023299612024904e-10
Anyang,0.019913450533412588
Langfang,0.027611545446034596
Quanzhou,0.013854374817673584
Nanchang,0.018135948859927257
Tangshan,0.02761154271967324
Guangan,4.0332865224376875e-10
Suuzhou,0.015599612703451228
Beihai,0.03709724549875818
Guiyang,0.0126323735581314
Qingdao,0.027960352589000606
Heilongjiang 2,0.023861421088587773
Beijing 2,0.02534189459269397
Wulumuqi,0.023084642917386464
Dalian,0.022980502232264007
Jilin 1,0.021341247207419554
Zhengzhou,0.019913433995964083
Shijiazhuang 1,0.027611544083119714
Nanjing,0.022358009268091478
Gansu 1,0.014150273544868872
Dalian 1,0.022980502275396147
Suzhou,0.0223580057557146
