,unit_weights
Anhui,7.631923694434181e-11
Beijing,1.823607554576973e-11
Chongqing,3.12320455196162e-11
Fujian,4.270809767086523e-11
Gansu,0.015038429476457536
Guangdong,0.10941906763892231
Guangxi,0.06177679075344032
Guizhou,1.4778055949190846e-10
Hainan,0.13846168773812792
Hebei,2.1625562792086435e-10
Heilongjiang,7.940212397014421e-11
Henan,0.02962995569410339
Hubei,3.0165866241358206e-11
Hunan,3.969818473906648e-11
Inner Mongolia,0.03285581411886562
Jiangsu,5.936695678000257e-11
Jiangxi,0.020343910938879963
Liaoning,5.481522119763948e-11
Ningxia,0.1278196746724353
Qinghai,6.246780389796916e-11
Shaanxi,0.03362322943212006
Shandong,2.7140238148797655e-10
Shanxi,0.0034190721703972553
Sichuan,1.4916860835355185e-11
Xinjiang,0.013675109113796439
Yunnan,3.38907130430869e-11
Zhejiang,0.005862914037592867
Anyang,0.02962999561788218
Beihai,0.06177658828049264
Beijing 2,1.823607554576973e-11
Beijing 3,1.823607554576973e-11
Chengdu,1.4663649908376517e-11
Chengdu 1,1.4663649908376517e-11
Chongqing 1,3.12320455196162e-11
Dalian,5.4492052399349306e-11
Dalian 1,5.449053964594143e-11
Fujian 1,4.2748943099122796e-11
Gansu 1,0.015038429476457536
Guangan,1.4211418326565288e-11
Guangzhou 1,0.10941903196237505
Guangzhou 2,0.10941903196237505
Guiyang,1.472892308798411e-10
Heilongjiang 1,7.955442754478267e-11
Heilongjiang 2,7.955442754478267e-11
Hunan 1,3.969818473906648e-11
Shijiazhuang,2.1598113334658156e-10
Shijiazhuang 1,2.1598113334658156e-10
Suuzhou,7.541691434033615e-11
Wuhan,3.012674535393037e-11
Wuhan 1,3.012674535393037e-11
Wulumuqi,0.013675148087249659
Xian,0.033623235644944925
Xining,6.263904539152016e-11
Zhejiang 1,0.0058629119520132375
Zhengzhou,0.02962996881307968
