,unit_weights
Anhui,7.188494710748956e-11
Beijing,1.4448750397216183e-11
Chongqing,1.4513718973113108e-11
Gansu,8.159520289904836e-11
Guangdong,0.02257204827492277
Guangxi,0.04793805472297222
Guizhou,0.15305855112013106
Hainan,0.07787005289189833
Hebei,1.0168697916169493e-10
Heilongjiang,2.1928538754478222e-10
Henan,7.021937735914533e-11
Hubei,0.021152291811610716
Inner Mongolia,7.068587136278593e-10
Jiangsu,2.3566927757313273e-11
Jiangxi,0.010677033303603605
Jilin,0.016008533137599007
Liaoning,2.3302604386447725e-11
Ningxia,3.404970831960473e-11
Qinghai,4.442494778288842e-11
Shaanxi,1.64000439661071e-11
Shandong,1.749783325736625e-10
Shanghai,1.5788671886136014e-11
Shanxi,4.156427667008129e-11
Sichuan,1.0165896501480534e-11
Tianjin,0.01010139576554956
Xinjiang,1.1406455954259475e-09
Yunnan,2.4390589262614566e-10
Zhejiang,0.0018990124949173131
Beijing 1,1.4448750397216183e-11
Anyang,7.00287945094482e-11
Beihai,0.04793769904317059
Beijing 2,1.4448750397216183e-11
Beijing 3,1.4448750397216183e-11
Chengdu,1.0000472201353218e-11
Chengdu 1,1.0000472201353218e-11
Chongqing 1,1.4513718973113108e-11
Dalian,2.3184891803919354e-11
Dalian 1,2.3184386722420827e-11
Fujian 1,0.10993780986845136
Gansu 1,8.159520289904836e-11
Guangan,1.0119207051011565e-11
Guangzhou,0.022572040611962836
Guangzhou 1,0.022572040611962836
Guangzhou 2,0.022572040611962836
Guiyang,0.15305822190276386
Haerbin,2.1966506267158596e-10
Haerbin 1,2.1966506267158596e-10
Hangzhou,0.0018990194485648114
Hangzhou 1,0.0018990194485648114
Heilongjiang 1,2.1943894382172606e-10
Heilongjiang 2,2.1943894382172606e-10
Huhehaote,7.010692564289481e-10
Huhehaote 1,7.010692564289481e-10
Jilin 1,0.016008533137599007
Jinan,1.7426034607358362e-10
Langfang,1.0150012332444584e-10
Nanchang,0.010677022888352952
Qingdao,1.742622959374299e-10
Quanzhou,0.10993771385877286
Shanghai 1,1.5788671886136014e-11
Shenzhen,0.022572040010486943
Shenzhen 1,0.022572040010486943
Shijiazhuang,1.0150421150578824e-10
Shijiazhuang 1,1.0150421150578824e-10
Suuzhou,7.177407624119533e-11
Suzhou,2.3513212185116388e-11
Taiyuan,4.141121986983752e-11
Tangshan,1.0157596740711656e-10
Tianjin 1,0.01010139576554956
Tianjin 2,0.01010139576554956
Tianjin 3,0.01010139576554956
Wuhan,0.021152289666933114
Wuhan 1,0.021152289666933114
Wulumuqi,1.1311653679898177e-09
Xian,1.6305559884446267e-11
Xining,4.4400865788978425e-11
Zhejiang 1,0.0018990106786001943
