,unit_weights
Anhui,1.7745770254383044e-08
Beijing,7.690787081852274e-10
Chongqing,1.2658586943399531e-10
Fujian,5.210191562445256e-10
Gansu,2.0034940321656763e-10
Guangdong,0.1524151092521782
Guangxi,0.03490104879911138
Guizhou,1.7737996966284215e-10
Hainan,0.09203101549910853
Hebei,1.1903680697145162e-09
Heilongjiang,1.6263206851776284e-09
Henan,5.903207432024265e-10
Hubei,3.8527812880068684e-10
Hunan,2.0508707550674996e-10
Inner Mongolia,9.897274964052268e-10
Jiangsu,2.3442712170866842e-09
Jiangxi,2.8394578330644745e-10
Jilin,0.002503278090884915
Liaoning,0.07108530203284562
Ningxia,5.217529921022715e-10
Qinghai,5.168727493759131e-11
Shaanxi,2.852146789905731e-10
Shandong,9.319897864516734e-10
Shanghai,1.0594033557638711e-09
Shanxi,3.4225794561757673e-10
Sichuan,1.362104856497545e-10
Tianjin,8.947111418421646e-10
Xinjiang,5.018160823175588e-10
Yunnan,1.5890226301014525e-10
Zhejiang,1.1597182907249428e-09
Shijiazhuang 1,1.1887966123496132e-09
Jilin 1,0.0025032780908849153
Nanjing,2.342634292677218e-09
Suzhou,2.3433724382700205e-09
Beijing 1,7.690787081852274e-10
Guangzhou,0.1524150391490547
Guangzhou 1,0.1524150391490547
Tianjin 1,8.947111418421646e-10
Tianjin 2,8.947111418421672e-10
Huhehaote,9.879483369120017e-10
Huhehaote 1,9.87948336911999e-10
Shijiazhuang,1.1887966123496188e-09
Shenzhen,0.15241503363480316
Shenzhen 1,0.15241503363480313
Xian,2.8398765057380996e-10
Haerbin,1.624459749990855e-09
Chengdu,1.3436655760886627e-10
Wuhan,3.8440052216151334e-10
Anyang,5.864617545114315e-10
Langfang,1.1880922766350152e-09
Quanzhou,5.193728468335913e-10
Nanchang,2.8106760512524494e-10
Tangshan,1.1896543576248548e-09
Guangan,1.329955758973672e-10
Suuzhou,1.7671168124439824e-08
Beihai,0.034900752768883506
Guiyang,1.75197716958422e-10
Qingdao,9.297608792565498e-10
