,年份,省份,省份代码,城市,城市代码,平均气温
0,2001,辽宁省,210000,鞍山市,210300,8.690352477693672
1,2002,辽宁省,210000,鞍山市,210300,9.411498723224495
2,2003,辽宁省,210000,鞍山市,210300,9.269517094813905
3,2004,辽宁省,210000,鞍山市,210300,9.593675052105036
4,2005,辽宁省,210000,鞍山市,210300,8.394137074672777
5,2006,辽宁省,210000,鞍山市,210300,9.02079826667977
6,2007,辽宁省,210000,鞍山市,210300,9.759408335656657
7,2008,辽宁省,210000,鞍山市,210300,9.366643261504144
8,2009,辽宁省,210000,鞍山市,210300,8.742649272165734
9,2010,辽宁省,210000,鞍山市,210300,8.043294852153062
10,2011,辽宁省,210000,鞍山市,210300,8.591836040034297
11,2012,辽宁省,210000,鞍山市,210300,8.09369800304483
12,2013,辽宁省,210000,鞍山市,210300,8.547989585790361
13,2014,辽宁省,210000,鞍山市,210300,9.7800212054107
14,2015,辽宁省,210000,鞍山市,210300,9.538336123935574
15,2016,辽宁省,210000,鞍山市,210300,9.366345189488325
16,2017,辽宁省,210000,鞍山市,210300,9.747131665087114
17,2018,辽宁省,210000,鞍山市,210300,9.264192908484343
18,2019,辽宁省,210000,鞍山市,210300,9.977986281096507
19,2020,辽宁省,210000,鞍山市,210300,9.712318709807084
20,2021,辽宁省,210000,鞍山市,210300,9.68351973127393
21,2022,辽宁省,210000,鞍山市,210300,6.556405665608767
