,年份,省份,省份代码,城市,城市代码,平均气温
0,2001,河南省,410000,濮阳市,410900,14.004849394799477
1,2002,河南省,410000,濮阳市,410900,14.440956263140096
2,2003,河南省,410000,濮阳市,410900,13.433468216561756
3,2004,河南省,410000,濮阳市,410900,14.22557453873813
4,2005,河南省,410000,濮阳市,410900,13.735399503734982
5,2006,河南省,410000,濮阳市,410900,14.566330182517484
6,2007,河南省,410000,濮阳市,410900,14.530902844260607
7,2008,河南省,410000,濮阳市,410900,14.020418379267268
8,2009,河南省,410000,濮阳市,410900,14.13944444012139
9,2010,河南省,410000,濮阳市,410900,13.980300416788266
10,2011,河南省,410000,濮阳市,410900,13.643255949205331
11,2012,河南省,410000,濮阳市,410900,13.901176475147516
12,2013,河南省,410000,濮阳市,410900,14.367004087518897
13,2014,河南省,410000,濮阳市,410900,14.802764270129265
14,2015,河南省,410000,濮阳市,410900,14.390092874389746
15,2016,河南省,410000,濮阳市,410900,14.8804149021264
16,2017,河南省,410000,濮阳市,410900,15.098770126587144
17,2018,河南省,410000,濮阳市,410900,15.080738337585514
18,2019,河南省,410000,濮阳市,410900,15.196139709756284
19,2020,河南省,410000,濮阳市,410900,14.836780058554316
20,2021,河南省,410000,濮阳市,410900,15.174227261928046
21,2022,河南省,410000,濮阳市,410900,13.31547283356303
