,年份,省份,省份代码,城市,城市代码,平均气温
0,2001,江苏省,320000,无锡市,320200,16.609152500975117
1,2002,江苏省,320000,无锡市,320200,16.925325749069717
2,2003,江苏省,320000,无锡市,320200,16.475763480584458
3,2004,江苏省,320000,无锡市,320200,17.0369715371458
4,2005,江苏省,320000,无锡市,320200,16.590896718310162
5,2006,江苏省,320000,无锡市,320200,17.20239345147856
6,2007,江苏省,320000,无锡市,320200,17.341046774070904
7,2008,江苏省,320000,无锡市,320200,16.4740909008554
8,2009,江苏省,320000,无锡市,320200,16.779868210252296
9,2010,江苏省,320000,无锡市,320200,16.51779721277687
10,2011,江苏省,320000,无锡市,320200,16.26692051713484
11,2012,江苏省,320000,无锡市,320200,16.2397246957532
12,2013,江苏省,320000,无锡市,320200,17.04808388959061
13,2014,江苏省,320000,无锡市,320200,16.656003666394707
14,2015,江苏省,320000,无锡市,320200,16.658756792820814
15,2016,江苏省,320000,无锡市,320200,17.23510404405859
16,2017,江苏省,320000,无锡市,320200,17.334520902615736
17,2018,江苏省,320000,无锡市,320200,17.349122031893963
18,2019,江苏省,320000,无锡市,320200,17.19411015526447
19,2020,江苏省,320000,无锡市,320200,17.4091971027183
20,2021,江苏省,320000,无锡市,320200,17.78579305463183
21,2022,江苏省,320000,无锡市,320200,14.773841623334306
