,年份,省份,省份代码,城市,城市代码,平均气温
0,2001,江苏省,320000,连云港市,320700,14.35439358516391
1,2002,江苏省,320000,连云港市,320700,14.710499480493771
2,2003,江苏省,320000,连云港市,320700,13.775953035657414
3,2004,江苏省,320000,连云港市,320700,14.882282307062498
4,2005,江苏省,320000,连云港市,320700,14.227960798822464
5,2006,江苏省,320000,连云港市,320700,14.93257136123799
6,2007,江苏省,320000,连云港市,320700,15.13823532190239
7,2008,江苏省,320000,连云港市,320700,14.096371998716132
8,2009,江苏省,320000,连云港市,320700,14.2163055667192
9,2010,江苏省,320000,连云港市,320700,13.763681142398015
10,2011,江苏省,320000,连云港市,320700,13.689963538257372
11,2012,江苏省,320000,连云港市,320700,13.857031118676112
12,2013,江苏省,320000,连云港市,320700,14.248783673085107
13,2014,江苏省,320000,连云港市,320700,14.566124179282635
14,2015,江苏省,320000,连云港市,320700,14.494124376367258
15,2016,江苏省,320000,连云港市,320700,14.79897320145911
16,2017,江苏省,320000,连云港市,320700,15.17664777581752
17,2018,江苏省,320000,连云港市,320700,14.740741575217422
18,2019,江苏省,320000,连云港市,320700,14.965168820937707
19,2020,江苏省,320000,连云港市,320700,14.993980181303876
20,2021,江苏省,320000,连云港市,320700,15.252868561555148
21,2022,江苏省,320000,连云港市,320700,12.7224096616748
