state,electri_consump,GDP,GDP-1,GDP-2,GDP-3,Pop
Shanxi,628.83,2324.8,197.8,1083.79,735.95,3294
Shanxi,731.77,2855.23,215.19,1389.33,852.07,3314.29
Shanxi,841.55,3571.37,253.37,1810.08,978.96,3335
Shanxi,946.33,4230.53,262.42,2353.16,1563.94,3355
Shanxi,1097.67,4878.61,276.77,2748.33,1727.44,3375
Shanxi,1348.81,6024.45,269.68,3438.58,2025.09,3393
Shanxi,1313.49,7315.4,302.48,4265.77,2370.48,3410.61
Shanxi,1267.54,7358.31,477.59,3993.8,2886.92,3427.36
Shanxi,1460,9200.86,554.48,5234,3412.38,3574.1145
Shanxi,1650,11237.55,641.42,6635.26,3960.87,3593
Shanxi,1765.78,12112.83,698.32,6731.56,4682.95,3610.83
Shanxi,1832.35,12665.25,773.81,6792.68,5035.75,3629.8
Shanxi,1822.63,12761.49,788.89,6293.91,5678.69,3647.96
Shanxi,1737,12766.49,783.16,5194.27,6789.06,3664.12
Shanxi,1797.18,13050.41,784.78,5028.99,7236.64,3682
Shanxi,1990.61,15528.42,719.16,6778.89,8030.37,3702
Shanxi,2160.53,16818.11,740.64,7089.19,8988.28,3718
Shanxi,2261.9,17026.68,824.72,7453.09,8748.87,3729
Shaanxi,292.76,1660.92,279.12,731.9,649.9,3644
Shaanxi,344.69,2010.62,287.24,816.34,740.69,3659
Shaanxi,373.86,2253.39,303.79,925.78,806.39,3674
Shaanxi,421.92,2587.72,320.03,1133.56,944.99,3689.5
Shaanxi,459.78,3175.58,394.98,1416.82,1071.71,3705
Shaanxi,516.43,3933.72,435.77,1849.28,1390.61,3690
Shaanxi,580.73,4743.61,488.48,2440.5,1594.76,3735
Shaanxi,653.69,5757.29,592.63,2964.56,1908.6,3748
Shaanxi,708.02,7314.58,753.72,3842.08,2255.52,3762
Shaanxi,740.11,8169.8,789.64,4236.42,3143.74,3772
Shaanxi,859.22,10123.48,988.45,5446.1,3688.93,3735.2267
Shaanxi,982,12512.3,1220.9,6935.59,4355.81,3742.6
Shaanxi,1066.75,14453.68,1370.16,8073.87,5009.65,3753.09
Shaanxi,1152.22,16205.45,1526.05,8911.64,5607.52,3764
Shaanxi,1226.01,17689.94,1564.94,9577.24,6547.76,3775.12
Shaanxi,1222,18021.8609,1597.63,9082.13,7342.1009,3793
Shaanxi,1357.06,19399.59,1693.85,9490.72,8215.02,3813
Shaanxi,1494.75,21898.81,1741.45,10882.88,9274.48,3835
Shaanxi,1594.17,24438.32,1830.19,12157.48,10450.65,3864
Shaanxi,1912.34,25793.17,1990.93,11980.75,11821.49,3876
Shanghai,559.45,4551.15,83.2,2163.68,2304.27,1641
Shanghai,592.99,5210.12,85.5,2355.53,2509.81,1614
Shanghai,645.71,5741.03,88.24,2564.69,2755.83,1625
Shanghai,745.97,6694.23,90.64,3130.72,3029.45,1711
Shanghai,821.44,8072.83,96.71,3788.22,3565.34,1742
Shanghai,921.97,9247.66,80.34,4452.92,4620.92,1890
Shanghai,990.15,10572.24,93.8,5028.37,5244.2,1815
Shanghai,1072.38,12494.01,101.84,5678.51,6408.5,1858
Shanghai,1138.22,14069.86,111.8,6235.92,7350.43,1888.46
Shanghai,1153.38,15046.45,113.82,6001.78,8930.85,1921
Shanghai,1295.87,17165.98,114.15,7218.32,9833.51,2302.6608
Shanghai,1340,19195.69,124.94,7927.89,11142.86,2347.46
Shanghai,1353.45,20181.72,127.8,7854.77,12199.15,2380.43
Shanghai,1410.6,21818.15,129.28,8027.77,13445.07,2415.15
Shanghai,1369.03,23567.6953,124.26,8167.7108,15275.7245,2425.68
Shanghai,1406,25123.45,109.82,7991,17022.63,2415.27
Shanghai,1486.02,28178.65,109.47,8406.28,19662.9,2420
Shanghai,1526.77,30632.99,110.78,9330.67,21191.54,2418
Shanghai,1566.66,32679.87,104.37,9732.54,22842.96,2424
Shanghai,1568.58,38155.32,103.88,10299.16,27752.28,2428
Sichuan,521.23,4010.25,945.58,1700.49,1364.18,8602
Sichuan,586.48,4293.491,981.68,1756.86,1683.22,8640
Sichuan,670.76,4725.0134,1027.62,1982.44,1865.06,8673
Sichuan,758.79,5333.09,1128.61,2266.06,2061.65,8700.4
Sichuan,857.02,6379.63,1394.2583,2689.9955,2471.7596,8725
Sichuan,942.59,7385.1,1481.14,3067.23,2836.74,8212
Sichuan,1059.44,8690.24,1595.48,3775.19,3267.14,8169
Sichuan,1177.5,10562.39,2032,4641.3,3832,8127
Sichuan,1213.29,12601.23,2366.15,5790.1,4350,8138
Sichuan,1361.87,14151.28,2240.61,6711.87,5198.8,8185
Sichuan,1549.03,17185.48,2482.89,8672.18,6030.41,8044.92
Sichuan,1963,21026.68,2983.51,11029.13,7014.04,8050
Sichuan,2009.6,23872.8,3297.21,12333.28,8242.31,8076.2
Sichuan,1948.95,26392.07,3425.61,13579.03,9256.13,8107
Sichuan,2014.79,28536.66,3531.05,13962.41,11043.2,8140.2
Sichuan,1992,30053.1,3677.3,13248.08,13127.72,8204
Sichuan,2101.02,32934.54,3929.33,13448.92,15556.29,8262
Sichuan,2205.18,36980.22,4262.35,14328.13,18389.74,8302
Sichuan,2459.49,40678.13,4426.66,15322.72,20928.75,8341
Sichuan,2635.83,46615.82,4807.24,17365.33,24443.25,8375
Tianjin,234.05,1639.36,73.54,820.17,745.65,1001
Tianjin,250.47,1919.09,78.55,904.64,856.91,1004
Tianjin,281,2150.76,84,1001.9,965.26,1007
Tianjin,313,2578.03,89.66,1245.29,1112.71,1011.3
Tianjin,350.97,3110.97,102.29,1560.16,1269.43,1024
Tianjin,384.84,3905.64,112.38,2051.17,1534.07,1043
Tianjin,445.73,4462.74,118.23,2488.29,1752.63,1075
Tianjin,510.68,5252.76,110.19,2892.53,2047.68,1115
Tianjin,535.26,6719.01,122.58,3821.07,2410.73,1176
Tianjin,576.92,7521.85,128.85,3987.84,3405.16,1228.16
Tianjin,645.74,9224.46,145.58,4840.23,4238.65,1299.29
Tianjin,727,11307.28,159.72,5928.32,5219.24,1355
Tianjin,767.13,12893.88,171.6,6663.82,6058.46,1413.15
Tianjin,774.49,14442.01,188.45,7276.68,6905.03,1472.21
Tianjin,794.36,15726.93,199.9,7731.85,7795.18,1516.81
Tianjin,801,16538.19,208.82,7704.22,8625.15,1546.95
Tianjin,807.93,17885.39,220.22,7571.35,10093.82,1562
Tianjin,805.59,18549.19,168.96,7593.5931,10786.6369,1557
Tianjin,861.44,18809.64,172.71,7609.81,11027.12,1560
Tianjin,878.43,14104.28,185.23,4969.18,8949.87,1562
Xinjiang,182.98,1364.36,288.18,586.84,489.34,1849
Xinjiang,197.62,1491.6,288.12,630.37,566.99,1876
Xinjiang,212.24,1612.65,305,672.1,621.18,1905
Xinjiang,234.62,1886.35,412.9,796.84,667.87,1933.95
Xinjiang,265.9,2209.09,444.7,1010.07,745.38,1963
Xinjiang,310.14,2604.19,509.99,1164.79,929.41,2010
Xinjiang,356.15,3045.26,527.8,1459.3,1058.16,2050
Xinjiang,416.87,3523.16,628.72,1647.55,1246.89,2095
Xinjiang,479.37,4183.21,691.1,2086.74,1425.57,2130.8
Xinjiang,547.88,4277.05,759.74,1929.59,1587.72,2158.63
Xinjiang,661.96,5437.47,1078.63,2592.15,1766.69,2185.11
Xinjiang,839,6610.05,1139.03,3225.9,2245.12,2208.71
Xinjiang,1151.5,7505.31,1320.57,3481.56,2703.18,2232.78
Xinjiang,1539.75,8443.84,1468.29,3765.97,3125.98,2264.3
Xinjiang,1900.24,9273.46,1538.6,3948.96,3785.9,2298.47
Xinjiang,2160,9324.8,1559.08,3596.4,4169.32,2359.73
Xinjiang,2316.46,9649.7,1648.97,3647.01,4353.72,2398
Xinjiang,2542.85,10881.96,1551.84,4330.89,4999.23,2445
Xinjiang,2686.48,12199.08,1692.09,4922.97,5584.02,2487
Xinjiang,2867.55,13597.11,1781.75,4795.5,7019.86,2523
Yunnan,273.58,1955.09,436.26,843.24,675.59,4241
Yunnan,347.07,2138.31,450.54,881.49,742.68,4287
Yunnan,393.46,2312.82,470.5,951.48,810.34,4333
Yunnan,409.79,2556.02,502.84,1069.29,893.16,4375.6
Yunnan,475.19,3081.91,604.33,1314.19,1040.96,4415
Yunnan,557.25,3461.73,669.81,1432.76,1370.32,4450
Yunnan,645.62,3988.14,749.81,1712.6,1544.31,4483
Yunnan,745.52,4772.52,837.35,2051.08,1852.88,4514
Yunnan,829.44,5692.12,1020.94,2451.09,2228.07,4543
Yunnan,891.19,6169.75,1067.6,2582.53,2519.62,4571
Yunnan,1004.07,7224.18,1108.38,3223.49,2892.31,4601.6
Yunnan,1204,8893.12,1411.01,3780.32,3701.79,4630.8
Yunnan,1313.62,10309.47,1654.55,4419.2,4235.72,4659
Yunnan,1459.81,11832.31,1895.34,4927.82,4897.75,4686.6
Yunnan,1529.38,12814.59,1990.07,5281.82,5542.7,4713.9
Yunnan,1439,13619.17,2055.78,5416.12,6147.27,4741.8
Yunnan,1410.52,14788.42,2195.11,5690.16,6903.15,4771
Yunnan,1538.1,16376.34,2338.37,6204.97,7833,4800.5
Yunnan,1679.08,17881.12,2498.86,6957.44,8424.82,4830
Yunnan,1812.26,23223.75,3037.62,7961.58,12224.55,4858
Zhejiang,738.05,6036.34,664.16,3183.47,2188.71,4596
Zhejiang,855.29,6898.3388,695.15,3459.75,2593.25,4613
Zhejiang,1015.84,8003.67,694,3982,3120,4647
Zhejiang,1240.35,9705.02,728,4941,3726,4679.55
Zhejiang,1419.53,11648.7,816,6045,4382,4720
Zhejiang,1642.31,13417.68,892.83,7166.15,5378.87,4991
Zhejiang,1909.23,15718.47,925.1,8509.57,6307.85,4980
Zhejiang,2189.33,18753.73,986.02,10148.45,7645.96,5060
Zhejiang,2322.87,21462.69,1095.43,11580.33,8811.17,5120
Zhejiang,2471.44,22990.35,1163.08,11908.49,9918.78,5180
Zhejiang,2820.93,27722.31,1360.56,14297.93,12063.82,5446.51
Zhejiang,3117,32318.85,1583.04,16555.58,14180.23,5463
Zhejiang,3210.55,34665.33,1667.88,17316.32,15681.13,5477
Zhejiang,3453.05,37756.58,1784.62,18446.65,17337.22,5498
Zhejiang,3506.39,40173.03,1777.18,19175.06,19220.79,5508
Zhejiang,3554,42886.49,1832.91,19711.67,21341.91,5539
Zhejiang,3873.19,47251.36,1965.18,21194.61,24091.57,5590
Zhejiang,4192.63,51768.26,1933.92,22232.08,27602.26,5657
Zhejiang,4532.82,56197.15,1967.01,23505.88,30724.26,5737
Zhejiang,4706.22,62351.74,2097.38,26566.6,33687.76,5850
Chongqing,307.61,1589.34,283,657.51,648.83,3092
Chongqing,280.34,1765.68,293.03,727.66,729.08,3097
Chongqing,283.51,1990.01,315.78,827.55,827.97,3107
Chongqing,294.19,2272.82,336.36,977.3,936.9,3130
Chongqing,309.06,2692.81,431.32,1181.24,1052.83,3122
Chongqing,347.68,3467.72,463.4,1259.12,1347.97,2798
Chongqing,405.19,3907.23,425.81,1500.97,1564.79,2808
Chongqing,449.21,4676.13,482.39,1892.1,1748.02,2816
Chongqing,485.92,5793.66,575.4,2433.27,2087.99,2839
Chongqing,532.34,6530.01,606.8,3448.77,2474.44,2859
Chongqing,626.44,7925.58,685.38,4359.12,2881.08,2884.62
Chongqing,717,10011.37,844.52,5543.04,3623.81,2919
Chongqing,723.03,11409.6,940.01,5975.18,4494.41,2945
Chongqing,813.26,12783.26,1016.74,6397.92,5242.03,2970
Chongqing,867.24,14262.6,1061.03,6529.06,6672.51,2991.4
Chongqing,875,15717.27,1150.15,7069.37,7497.75,3016.55
Chongqing,924.89,17740.59,1303.24,7898.92,8538.43,3048
Chongqing,996.55,19424.73,1276.09,8584.61,9564.03,3075.16
Chongqing,1118.79,20363.19,1378.2747,8328.79,10656.1253,3102
Chongqing,1160.27,23605.77,1551.42,9496.84,12557.51,3124
